complaint_id,complaint_text,language,category,location,priority,resolution_days,created_date,assigned_officer
COM_0296,"La acera de hormigón en Dr. B.R. Ambedkar Road está doblada y agrietada por las raíces, lo que representa peligro de tropezar.",Spanish,Housing & Infrastructure,South Zone,Low,9,2025-06-26 06:43:47,OFF_051
COM_0297,Les jeux de l'aire de loisirs sur Brigade Road sont cassés et rouillés. C'est dangereux pour les enfants.,French,Housing & Infrastructure,South Zone,Low,14,2025-06-12 21:51:47,OFF_049
COM_0298,SP Road上的一排路灯坏了一周了。路面漆黑一片，居民感到很不安全。,Chinese,Traffic & Roads,South Zone,Low,13,2025-11-03 04:38:47,OFF_018
COM_0299,There is a major water main burst on Janpath. Flooding is spreading quickly on the road.,English,Water Supply,South Zone,Medium,2,2026-04-08 05:58:47,OFF_001
COM_0300,"La alcantarilla principal se está desbordando en Netaji Subhash Chandra Bose Road. El agua de alcantarillado brota, creando peligro.",Spanish,Sanitation,North Zone,High,1,2026-02-22 10:11:47,OFF_006
COM_0301,टूटी हुई लाइटों के कारण Dr. B.R. Ambedkar Road पर सड़क पर अंधेरा है। यह रात के यात्रियों के लिए एक सुरक्षा खतरा है।,Hindi,Traffic & Roads,East Zone,Low,5,2026-01-07 19:38:47,OFF_020
COM_0302,"Descarga química ilegal de la fábrica en el arroyo local cerca de Park Street, matando peces.",Spanish,Environmental Protection,Central Zone,High,4,2026-03-26 04:31:47,OFF_006
COM_0303,Plusieurs lampadaires sur Brigade Road sont éteints depuis une semaine. La route est dans le noir complet.,French,Traffic & Roads,North Zone,Low,14,2026-03-15 00:18:47,OFF_021
COM_0304,SP Road的变压器发生爆炸并发出巨响。浓烟升起，电力中断。,Chinese,Electricity & Power,North Zone,High,1,2025-07-07 06:29:47,OFF_031
COM_0305,The road surface on Mall Road is full of cracks and deep potholes. It needs patching before a major accident occurs.,English,Traffic & Roads,West Zone,High,6,2025-07-02 10:23:47,OFF_053
COM_0306,The balcony wall of the older building at Lal Bahadur Shastri Marg has large cracks and looks ready to collapse onto the sidewalk.,English,Housing & Infrastructure,West Zone,High,1,2026-02-05 11:29:47,OFF_048
COM_0307,A transformer on SP Road is leaking oil and humming loudly. Sparks are occasionally coming out.,English,Electricity & Power,South Zone,High,1,2025-10-25 23:27:47,OFF_034
COM_0308,A large pothole has opened up near Brigade Road. Several vehicles have suffered damaged tires and rims today.,English,Traffic & Roads,West Zone,Medium,6,2025-07-15 09:45:47,OFF_053
COM_0309,A transformer on Brigade Road is leaking oil and humming loudly. Sparks are occasionally coming out.,English,Electricity & Power,Central Zone,High,1,2025-07-19 09:20:47,OFF_032
COM_0310,下水道管线堵塞导致污水倒灌进Park Street住户的地下室排水管。,Chinese,Sanitation,East Zone,High,2,2025-07-17 00:32:47,OFF_015
COM_0311,"Netaji Subhash Chandra Bose Road पर मेरे घर का बिजली मीटर अत्यधिक तेज़ चल रहा है, जिससे सामान्य से तीन गुना अधिक बिल आ रहा है।",Hindi,Electricity & Power,East Zone,High,12,2026-04-14 18:37:47,OFF_020
COM_0312,Garbage hasn't been collected at Brigade Road for over two weeks. The bins are overflowing onto the street.,English,Sanitation,East Zone,Medium,4,2025-11-02 11:37:47,OFF_014
COM_0313,Musique extrêmement forte de la boîte de nuit sur Park Street après 2h du matin. Les voisins ne peuvent pas dormir.,French,Public Health,West Zone,Low,5,2025-09-01 13:09:47,OFF_021
COM_0314,"Chhatrapati Shivaji Maharaj Marg पर ट्रैफिक सिग्नल सभी दिशाओं में लाल रंग पर अटका हुआ है। भारी ट्रैफिक जाम, कृपया अधिकारी भेजें।",Hindi,Traffic & Roads,East Zone,High,2,2026-05-05 02:12:47,OFF_020
COM_0315,SP Road的工业厂区散发出难闻的硫磺味。这导致居民头痛。,Chinese,Environmental Protection,South Zone,High,6,2025-12-29 16:50:47,OFF_001
COM_0316,Senapati Bapat Marg公园内的游乐场设施损坏且生锈。对儿童玩耍很不安全。,Chinese,Housing & Infrastructure,East Zone,Low,9,2026-03-17 15:58:47,OFF_036
COM_0317,我位于Dr. B.R. Ambedkar Road家里的电表转得极快，计费是正常的三倍。,Chinese,Electricity & Power,West Zone,Low,7,2025-09-04 03:09:47,OFF_017
COM_0318,Linking Road के पास सार्वजनिक गली में चूहों का भारी प्रकोप है। वे कचरे के डिब्बों को काट रहे हैं।,Hindi,Public Health,Central Zone,Medium,7,2025-07-12 11:42:47,OFF_024
COM_0319,Bruit de chantier continu la nuit sur Hazratganj. Ils travaillent au-delà des heures légales.,French,Public Health,West Zone,Low,5,2026-05-22 18:44:47,OFF_047
COM_0320,A transformer on Linking Road is leaking oil and humming loudly. Sparks are occasionally coming out.,English,Electricity & Power,South Zone,High,2,2025-07-22 17:56:47,OFF_034
COM_0321,我们在Golf Course Road的自来水管道里流出脏水。有奇怪的残留物，请检查当地水库。,Chinese,Water Supply,East Zone,High,3,2026-04-05 14:09:47,OFF_002
COM_0322,Janpath पर सीवर का गंदा पानी बाहर बह रहा है। दुर्गंधयुक्त काला गंदा पानी सड़क और रास्तों में भर रहा है।,Hindi,Sanitation,Central Zone,High,3,2025-12-17 09:51:47,OFF_008
COM_0323,"Chandni Chowk के फुटपाथ पर बदबूदार कचरे का ढेर लगा है। इससे चूहे और मक्खियां आ रही हैं, कृपया कचरा गाड़ी भेजें।",Hindi,Sanitation,North Zone,Medium,5,2025-10-19 15:01:47,OFF_025
COM_0324,Someone is cutting down protected ancient trees in the reserve park near Linking Road without permission.,English,Environmental Protection,East Zone,Medium,6,2025-10-13 22:33:47,OFF_049
COM_0325,"The electricity meter at my home on Vittal Mallya Road is running extremely fast, billing us three times the normal rate.",English,Electricity & Power,South Zone,Low,15,2026-02-01 16:02:47,OFF_034
COM_0326,Jawaharlal Nehru Marg中央有一个又深又危险的坑洼。车子为了躲避它而紧急变道，非常危险。,Chinese,Traffic & Roads,East Zone,Medium,6,2026-02-21 17:08:47,OFF_023
COM_0327,La basura no se ha recogido en Chhatrapati Shivaji Maharaj Marg durante más de dos semanas. Los contenedores se desbordan en la calle.,Spanish,Sanitation,North Zone,Medium,4,2025-10-16 10:59:47,OFF_009
COM_0328,"Dr. B.R. Ambedkar Road का एक निवासी पूरे दिन शोर करने वाला जनरेटर चला रहा है, जिससे अत्यधिक शोर कंपन पैदा हो रहा है।",Hindi,Public Health,North Zone,Low,6,2026-01-12 05:02:47,OFF_021
COM_0329,Chandni Chowk上夜间持续发生巨大的施工噪音。他们正在超出法定时间工作。,Chinese,Public Health,South Zone,Low,6,2026-05-16 01:25:47,OFF_018
COM_0330,The drinking water at SP Road is brown and smells like chemicals. It is unsafe to consume.,English,Water Supply,South Zone,High,2,2026-05-10 05:24:47,OFF_001
COM_0331,MG Road附近的工厂正在排放滚滚黑烟。社区里呼吸困难。,Chinese,Environmental Protection,West Zone,High,4,2025-06-02 06:23:47,OFF_055
COM_0332,Un transformateur sur Lal Bahadur Shastri Marg fuit de l'huile et grésille fortement. Des étincelles jaillissent parfois.,French,Electricity & Power,East Zone,High,1,2025-10-30 20:40:47,OFF_054
COM_0333,Dr. B.R. Ambedkar Road पर असमान फुटपाथ के कारण व्हीलचेयर उपयोगकर्ताओं के लिए सुरक्षित रूप से चलना असंभव हो गया है।,Hindi,Housing & Infrastructure,North Zone,Low,14,2025-12-06 16:48:47,OFF_021
COM_0334,"Notre compteur d'électricité à Dr. B.R. Ambedkar Road est éteint, l'écran est vide mais le courant passe.",French,Electricity & Power,West Zone,Medium,12,2025-10-09 19:52:47,OFF_035
COM_0335,La fábrica cerca de Hazratganj emite humo químico negro y denso. Es difícil respirar en el vecindario.,Spanish,Environmental Protection,South Zone,High,6,2025-11-08 20:15:47,OFF_040
COM_0336,ट्रक Sardar Patel Marg के पास रात में अवैध रूप से औद्योगिक कचरा डाल रहे हैं। रसायन मिट्टी में लीक हो रहे हैं।,Hindi,Environmental Protection,West Zone,Medium,8,2026-03-23 21:43:47,OFF_017
COM_0337,Fissures structurelles profondes découvertes dans le mur de soutènement de l'immeuble à Chhatrapati Shivaji Maharaj Marg.,French,Housing & Infrastructure,Central Zone,High,3,2025-11-28 15:26:47,OFF_051
COM_0338,Outer Ring Road老旧建筑阳台墙体出现巨大裂缝，看起来随时会坍塌到人行道上。,Chinese,Housing & Infrastructure,North Zone,High,3,2026-03-11 04:50:47,OFF_053
COM_0339,A block of street lights on Chandni Chowk has been out for a week. The road is pitch dark and residents feel unsafe.,English,Traffic & Roads,South Zone,Low,9,2025-11-14 10:23:47,OFF_020
COM_0340,"Senapati Bapat Marg पर बिजली का ट्रांसफार्मर जोरदार धमाके के साथ फट गया। धुआं उठ रहा है, और बिजली चली गई है।",Hindi,Electricity & Power,North Zone,High,4,2026-04-11 01:37:47,OFF_034
COM_0341,Accumulated dirt and broken glass on the side of Lal Bahadur Shastri Marg. It's dangerous for bicycle riders.,English,Sanitation,Central Zone,Low,11,2025-08-14 03:19:47,OFF_007
COM_0342,Linking Road处的红绿灯在所有方向上都卡在红灯上。车辆严重拥堵，请派员处理。,Chinese,Traffic & Roads,East Zone,High,1,2026-02-02 09:47:47,OFF_020
COM_0343,Sewer is backing up on Vittal Mallya Road. Foul-smelling black waste water is flooding the street and driveways.,English,Sanitation,East Zone,High,3,2025-08-18 14:57:47,OFF_014
COM_0344,Grietas estructurales profundas descubiertas en el muro de contención del bloque de pisos en Golf Course Road.,Spanish,Housing & Infrastructure,West Zone,High,2,2025-05-31 00:41:47,OFF_046
COM_0345,"Beaucoup de feuilles, de saleté et de gravier accumulés sur Mall Road. La balayeuse n'est pas passée depuis un mois.",French,Sanitation,Central Zone,Low,10,2025-10-03 06:51:47,OFF_042
COM_0346,Los semáforos en la intersección de Lal Bahadur Shastri Marg están apagados. El tráfico es un caos y hay peligro de choques.,Spanish,Traffic & Roads,Central Zone,High,1,2025-06-21 08:25:47,OFF_019
COM_0347,Hazratganj的一位居民整天开着吵闹的发电机，产生了过度的噪音震动。,Chinese,Public Health,East Zone,Low,5,2025-11-20 14:29:47,OFF_036
COM_0348,Parte de la fachada de hormigón de un edificio cayó a la calle en MG Road. La estructura parece insegura.,Spanish,Housing & Infrastructure,South Zone,High,1,2025-06-09 17:39:47,OFF_051
COM_0349,Dépôt illégal de sacs poubelles sur la rue Netaji Subhash Chandra Bose Road. Cela bloque le passage et crée des conditions insalubres.,French,Sanitation,West Zone,Medium,7,2026-04-13 00:45:47,OFF_015
COM_0350,"For the past three days, water flow is very weak at MG Road. Please investigate the supply lines.",English,Water Supply,North Zone,Low,14,2025-12-09 02:42:47,OFF_002
COM_0351,Los semáforos en la intersección de MG Road están apagados. El tráfico es un caos y hay peligro de choques.,Spanish,Traffic & Roads,East Zone,High,2,2026-02-19 07:46:47,OFF_019
COM_0352,"Nuestro medidor de energía en Dr. B.R. Ambedkar Road está completamente apagado, la pantalla está en blanco.",Spanish,Electricity & Power,Central Zone,Low,7,2025-07-26 02:38:47,OFF_033
COM_0353,Necesitamos limpieza de calles en Hazratganj. Los escombros en el borde de la acera bloquean las alcantarillas.,Spanish,Sanitation,South Zone,Low,13,2025-08-19 00:42:47,OFF_012
COM_0354,हमने Chhatrapati Shivaji Maharaj Marg के पार्क में बच्चों के खेलने के क्षेत्र के पास ततैया का एक बड़ा झुंड देखा है।,Hindi,Public Health,North Zone,High,5,2026-05-06 14:16:47,OFF_024
COM_0355,"For the past three days, water flow is very weak at Dr. B.R. Ambedkar Road. Please investigate the supply lines.",English,Water Supply,East Zone,Low,14,2025-10-11 13:10:47,OFF_007
COM_0356,"Water is gushing out of the street near Chandni Chowk. The entire sidewalk is submerged, please send repair teams.",English,Water Supply,East Zone,High,1,2025-06-21 00:01:47,OFF_014
COM_0357,Necesitamos limpieza de calles en Chandni Chowk. Los escombros en el borde de la acera bloquean las alcantarillas.,Spanish,Sanitation,West Zone,Low,14,2025-07-15 10:59:47,OFF_015
COM_0358,A large pothole has opened up near Lal Bahadur Shastri Marg. Several vehicles have suffered damaged tires and rims today.,English,Traffic & Roads,West Zone,Medium,8,2025-12-30 20:03:47,OFF_053
COM_0359,The balcony wall of the older building at Netaji Subhash Chandra Bose Road has large cracks and looks ready to collapse onto the sidewalk.,English,Housing & Infrastructure,South Zone,High,3,2026-03-16 20:35:47,OFF_051
COM_0360,हमें Janpath पर सड़क सफाई की आवश्यकता है। कर्ब पर मलबा गटरों को अवरुद्ध कर रहा है।,Hindi,Sanitation,North Zone,Low,10,2026-02-02 03:03:47,OFF_021
COM_0361,I saw rats running inside the kitchen of the restaurant on Sardar Patel Marg. It's a major hygiene threat.,English,Public Health,East Zone,Low,5,2025-11-18 15:40:47,OFF_025
COM_0362,有人在Golf Course Road附近的自然保护公园内擅自砍伐受保护的古树。,Chinese,Environmental Protection,South Zone,Medium,9,2025-08-13 17:04:47,OFF_053
COM_0363,High-voltage electrical wire hanging very low over the sidewalk at Brigade Road. Pedestrians are in danger.,English,Electricity & Power,Central Zone,High,1,2025-07-06 14:27:47,OFF_032
COM_0364,Les égouts débordent sur Hazratganj. Des eaux usées noires et malodorantes inondent la rue et les allées.,French,Sanitation,South Zone,High,4,2025-09-26 01:36:47,OFF_001
COM_0365,Senapati Bapat Marg पर नाइट क्लब से रात 2 बजे के बाद बहुत तेज़ संगीत बज रहा है। निवासी सो नहीं पा रहे हैं।,Hindi,Public Health,West Zone,Low,7,2026-04-27 23:13:47,OFF_017
COM_0366,Multiple people got food poisoning after eating at the food stall at Park Street. Please inspect immediately.,English,Public Health,North Zone,High,4,2026-03-12 05:48:47,OFF_029
COM_0367,Odeur fétide de soufre provenant de l'usine industrielle à Netaji Subhash Chandra Bose Road. Cela donne des maux de tête.,French,Environmental Protection,South Zone,High,5,2026-04-11 18:37:47,OFF_029
COM_0368,Un promoteur abat des arbres sur un terrain public à Vittal Mallya Road sans permis environnemental.,French,Environmental Protection,North Zone,Medium,7,2025-05-30 09:29:47,OFF_042
COM_0369,Les dalles de trottoir inégales à Hazratganj rendent l'accès impossible pour les fauteuils roulants.,French,Housing & Infrastructure,East Zone,Low,5,2026-02-05 03:59:47,OFF_048
COM_0370,कोई Sardar Patel Marg के पास रिजर्व पार्क में बिना अनुमति के संरक्षित प्राचीन पेड़ों को काट रहा है।,Hindi,Environmental Protection,Central Zone,Medium,4,2025-09-16 13:59:47,OFF_042
COM_0371,Le mur du balcon de l'ancien immeuble à Golf Course Road présente de larges fissures et semble sur le point de s'effondrer.,French,Housing & Infrastructure,North Zone,High,4,2025-07-31 13:36:47,OFF_051
COM_0372,有人在Senapati Bapat Marg附近的自然保护公园内擅自砍伐受保护的古树。,Chinese,Environmental Protection,North Zone,Medium,5,2026-01-05 17:37:47,OFF_039
COM_0373,树枝掉落并折断了Linking Road上的电线。潮湿的地面上正火花四溅，十分紧急！,Chinese,Electricity & Power,North Zone,High,3,2025-12-11 12:45:47,OFF_031
COM_0374,Des camions déversent des déchets industriels la nuit près de Mall Road. Les produits s'infiltrent dans le sol.,French,Environmental Protection,East Zone,Medium,5,2025-12-26 18:51:47,OFF_014
COM_0375,Un promoteur abat des arbres sur un terrain public à Park Street sans permis environnemental.,French,Environmental Protection,East Zone,Medium,6,2025-09-08 05:46:47,OFF_049
COM_0376,"Rejet chimique illégal de l'usine dans le ruisseau local près de Linking Road, tuant les poissons.",French,Environmental Protection,South Zone,High,5,2025-07-27 10:42:47,OFF_001
COM_0377,Golf Course Road的一位居民整天开着吵闹的发电机，产生了过度的噪音震动。,Chinese,Public Health,Central Zone,Low,8,2025-06-04 15:13:47,OFF_031
COM_0378,El agua potable en Netaji Subhash Chandra Bose Road es de color marrón y huele a químicos. No es segura para consumir.,Spanish,Water Supply,South Zone,High,1,2026-05-13 07:16:47,OFF_006
COM_0379,Le mur du balcon de l'ancien immeuble à Park Street présente de larges fissures et semble sur le point de s'effondrer.,French,Housing & Infrastructure,North Zone,High,1,2026-04-09 20:54:47,OFF_048
COM_0380,Chhatrapati Shivaji Maharaj Marg附近的马路上有一根掉落的电缆。它仍然带电，极其危险。,Chinese,Electricity & Power,Central Zone,High,3,2026-05-04 01:06:47,OFF_031
COM_0381,Mall Road के फूड स्टॉल पर खाने के बाद कई लोग फूड पॉइजनिंग के शिकार हुए। कृपया तुरंत जांच करें।,Hindi,Public Health,Central Zone,Low,5,2026-04-11 14:00:47,OFF_029
COM_0382,Accumulation de terre et de verre brisé sur le côté de Park Street. C'est dangereux pour les cyclistes.,French,Sanitation,Central Zone,Low,10,2026-01-13 04:50:47,OFF_007
COM_0383,Rotura masiva de tuberías en Hazratganj. Cientos de galones de agua limpia se están desperdiciando e inundando hogares.,Spanish,Water Supply,North Zone,High,2,2026-03-09 07:15:47,OFF_006
COM_0384,"Beaucoup de feuilles, de saleté et de gravier accumulés sur Mall Road. La balayeuse n'est pas passée depuis un mois.",French,Sanitation,West Zone,Low,7,2025-08-15 09:45:47,OFF_042
COM_0385,过去三天来，Outer Ring Road的水流非常微弱。请调查供水管线。,Chinese,Water Supply,West Zone,Low,10,2025-11-07 15:21:47,OFF_002
COM_0386,Accumulated dirt and broken glass on the side of Brigade Road. It's dangerous for bicycle riders.,English,Sanitation,West Zone,Low,11,2025-11-23 07:03:47,OFF_019
COM_0387,Nous avons besoin d'un balayage de rue sur Chandni Chowk. Les débris bloquent les gouttières.,French,Sanitation,East Zone,Low,16,2026-04-25 23:14:47,OFF_014
COM_0388,"Janpath के पास की फैक्ट्री से घना, काला रासायनिक धुआं निकल रहा है। पड़ोस में सांस लेना मुश्किल है।",Hindi,Environmental Protection,Central Zone,High,3,2025-11-09 12:05:47,OFF_024
COM_0389,Park Street पर कंक्रीट की इमारत के अग्रभाग का एक हिस्सा सड़क पर गिर गया। संरचना असुरक्षित लग रही है।,Hindi,Housing & Infrastructure,East Zone,Low,5,2026-02-13 13:38:47,OFF_020
COM_0390,"Nos sale agua sucia de los grifos en Hazratganj. Tiene un residuo extraño, por favor revisen el depósito local.",Spanish,Water Supply,North Zone,High,2,2026-02-25 23:47:47,OFF_006
COM_0391,Rotura masiva de tuberías en Golf Course Road. Cientos de galones de agua limpia se están desperdiciando e inundando hogares.,Spanish,Water Supply,North Zone,High,4,2026-01-06 19:59:47,OFF_006
COM_0392,La presión del agua en Vittal Mallya Road ha bajado a un goteo. Es difícil lavar los platos o ducharse.,Spanish,Water Supply,East Zone,High,7,2025-10-04 16:11:47,OFF_005
COM_0393,Un câble électrique abattu gît sur la chaussée près de Lal Bahadur Shastri Marg. Il est sous tension et extrêmement dangereux.,French,Electricity & Power,West Zone,High,2,2025-06-06 11:50:47,OFF_033
COM_0394,"For the past three days, water flow is very weak at Janpath. Please investigate the supply lines.",English,Water Supply,North Zone,Low,10,2025-07-05 11:06:47,OFF_002
COM_0395,Fil électrique haute tension suspendu très bas au-dessus du trottoir à Outer Ring Road. Les piétons sont en danger.,French,Electricity & Power,Central Zone,High,2,2025-12-17 20:08:47,OFF_032
COM_0396,Linking Road附近的公共小巷里鼠患严重。老鼠正在啃咬垃圾箱。,Chinese,Public Health,West Zone,Medium,12,2025-10-27 19:16:47,OFF_024
COM_0397,Plusieurs lampadaires sur Park Street sont éteints depuis une semaine. La route est dans le noir complet.,French,Traffic & Roads,Central Zone,Low,5,2026-03-18 18:32:47,OFF_032
COM_0398,"Our power meter at Commercial Street is completely dead, screen is blank but electricity is still running.",English,Electricity & Power,East Zone,Low,7,2025-08-31 06:46:47,OFF_036
COM_0399,Los juegos del parque infantil en Brigade Road están rotos y oxidados. Es peligroso para los niños.,Spanish,Housing & Infrastructure,Central Zone,Low,17,2026-03-06 01:25:47,OFF_049
COM_0400,Quelqu'un a déversé des tas de vieux pneus et de gravats de chantier sur le terrain vague à Commercial Street.,French,Environmental Protection,Central Zone,Medium,7,2025-08-02 20:48:47,OFF_044
COM_0401,Dépôt illégal de sacs poubelles sur la rue Jawaharlal Nehru Marg. Cela bloque le passage et crée des conditions insalubres.,French,Sanitation,South Zone,Medium,6,2026-04-09 20:26:47,OFF_016
COM_0402,Un urbanista está talando árboles en terrenos públicos en SP Road sin permisos ambientales.,Spanish,Environmental Protection,East Zone,Medium,5,2025-05-31 09:22:47,OFF_049
COM_0403,Chandni Chowk पर कंक्रीट की इमारत के अग्रभाग का एक हिस्सा सड़क पर गिर गया। संरचना असुरक्षित लग रही है।,Hindi,Housing & Infrastructure,South Zone,High,2,2026-01-20 13:29:47,OFF_011
COM_0404,Dr. B.R. Ambedkar Road के पास सार्वजनिक पार्क में बाड़ टूटी हुई हैं और बेंच क्षतिग्रस्त कर दिए गए हैं।,Hindi,Housing & Infrastructure,South Zone,Low,12,2025-10-19 04:04:47,OFF_034
COM_0405,Fil électrique haute tension suspendu très bas au-dessus du trottoir à Jawaharlal Nehru Marg. Les piétons sont en danger.,French,Electricity & Power,North Zone,High,2,2026-03-21 11:56:47,OFF_033
COM_0406,High-voltage electrical wire hanging very low over the sidewalk at Sardar Patel Marg. Pedestrians are in danger.,English,Electricity & Power,Central Zone,High,3,2025-08-13 10:32:47,OFF_032
COM_0407,"Beaucoup de feuilles, de saleté et de gravier accumulés sur Vittal Mallya Road. La balayeuse n'est pas passée depuis un mois.",French,Sanitation,Central Zone,Low,13,2026-02-09 23:49:47,OFF_042
COM_0408,Tierra acumulada y vidrios rotos al costado de Linking Road. Es peligroso para los ciclistas.,Spanish,Sanitation,West Zone,Low,12,2026-01-31 10:09:47,OFF_019
COM_0409,El alcantarillado está retrocediendo en Sardar Patel Marg. Aguas residuales negras y malolientes inundan la calle.,Spanish,Sanitation,East Zone,High,3,2025-11-29 11:37:47,OFF_013
COM_0410,A plague of cockroaches has spread from the sewer drains to the sidewalk on Mall Road.,English,Public Health,North Zone,Medium,8,2025-10-10 17:41:47,OFF_027
COM_0411,Lal Bahadur Shastri Marg पर फुटपाथ के ऊपर हाई-वोल्टेज बिजली का तार बहुत नीचे लटका हुआ है। राहगीर खतरे में हैं।,Hindi,Electricity & Power,East Zone,High,2,2025-10-04 12:05:47,OFF_033
COM_0412,हमें Chandni Chowk पर सड़क सफाई की आवश्यकता है। कर्ब पर मलबा गटरों को अवरुद्ध कर रहा है।,Hindi,Sanitation,West Zone,Low,9,2025-08-08 13:17:47,OFF_017
COM_0413,Sardar Patel Marg发生非法倾倒生活垃圾袋。阻碍行人通行并造成不卫生的状况。,Chinese,Sanitation,South Zone,Medium,4,2026-04-02 21:59:47,OFF_044
COM_0414,Presión de agua extremadamente baja en nuestro edificio en Mall Road. Apenas nos llega agua a los pisos superiores.,Spanish,Water Supply,North Zone,Low,15,2025-09-13 17:17:47,OFF_005
COM_0415,"The factory near Netaji Subhash Chandra Bose Road is emitting thick, black chemical smoke. It is hard to breathe in the neighborhood.",English,Environmental Protection,South Zone,High,2,2026-04-16 15:09:47,OFF_038
COM_0416,"A tree branch fell and snapped a power line on Sardar Patel Marg. Sparks are flying on the wet pavement, urgent!",English,Electricity & Power,South Zone,High,3,2026-03-13 19:08:47,OFF_034
COM_0417,Quelqu'un abat des arbres anciens protégés dans le parc de réserve près de Commercial Street sans autorisation.,French,Environmental Protection,West Zone,Medium,7,2025-08-24 07:00:47,OFF_042
COM_0418,"Un residente en Brigade Road opera un generador ruidoso todo el día, generando molestas vibraciones.",Spanish,Public Health,Central Zone,Low,5,2026-05-15 10:06:47,OFF_033
COM_0419,Chhatrapati Shivaji Maharaj Marg上的夜总会在凌晨2点后仍在播放极其吵闹的音乐。居民无法入睡。,Chinese,Public Health,West Zone,Low,5,2025-09-09 16:02:47,OFF_018
COM_0420,"Janpath पर मेरे घर का बिजली मीटर अत्यधिक तेज़ चल रहा है, जिससे सामान्य से तीन गुना अधिक बिल आ रहा है।",Hindi,Electricity & Power,North Zone,Low,10,2026-02-25 15:55:47,OFF_033
COM_0421,Linking Road पर पाइपलाइन फटने से सैकड़ों गैलन साफ पानी बर्बाद हो रहा है और घरों में पानी भर रहा है।,Hindi,Water Supply,Central Zone,High,2,2026-04-26 12:40:47,OFF_008
COM_0422,Multiple people got food poisoning after eating at the food stall at Hazratganj. Please inspect immediately.,English,Public Health,West Zone,High,4,2025-11-24 17:58:47,OFF_029
COM_0423,有人在Golf Course Road附近的自然保护公园内擅自砍伐受保护的古树。,Chinese,Environmental Protection,South Zone,Medium,2,2025-10-21 19:03:47,OFF_053
COM_0424,"Le transformateur électrique a explosé avec un grand bruit à MG Road. De la fumée s'élève, plus de courant.",French,Electricity & Power,North Zone,High,2,2025-06-01 11:48:47,OFF_032
COM_0425,Nous avons besoin d'un balayage de rue sur Chandni Chowk. Les débris bloquent les gouttières.,French,Sanitation,North Zone,Low,11,2026-02-27 12:43:47,OFF_014
COM_0426,Rue sombre à Lal Bahadur Shastri Marg à cause de luminaires cassés. C'est dangereux pour les usagers de nuit.,French,Traffic & Roads,South Zone,Low,10,2025-12-04 16:42:47,OFF_032
COM_0427,Plusieurs personnes ont eu une intoxication après avoir mangé au stand sur Chandni Chowk. Inspectez d'urgence.,French,Public Health,West Zone,High,2,2025-09-23 13:57:47,OFF_029
COM_0428,Someone dumped piles of old tires and construction debris on the empty lot at Hazratganj.,English,Environmental Protection,West Zone,Medium,11,2026-05-20 20:52:47,OFF_016
COM_0429,MG Road पर पाइपलाइन फटने से सैकड़ों गैलन साफ पानी बर्बाद हो रहा है और घरों में पानी भर रहा है।,Hindi,Water Supply,North Zone,High,3,2026-01-06 01:11:47,OFF_008
COM_0430,"Il y a un nid-de-poule profond et dangereux au milieu de Janpath. Les voitures l'évitent, ce qui est risqué.",French,Traffic & Roads,North Zone,Medium,9,2026-04-29 15:25:47,OFF_021
COM_0431,Someone is cutting down protected ancient trees in the reserve park near Senapati Bapat Marg without permission.,English,Environmental Protection,West Zone,Low,6,2025-09-05 00:57:47,OFF_042
COM_0432,Chhatrapati Shivaji Maharaj Marg的智能电表显示错误代码 E-12。请派技术人员来检查。,Chinese,Electricity & Power,Central Zone,Low,6,2025-09-28 19:07:47,OFF_036
COM_0433,"Des tas de déchets malodorants sur le trottoir de Chandni Chowk. Cela attire les rats, veuillez envoyer des camions.",French,Sanitation,West Zone,Medium,6,2025-06-05 22:52:47,OFF_016
COM_0434,Park Street附近的马路上正有水涌出。整个人行道都淹没了，请派人修理。,Chinese,Water Supply,Central Zone,High,1,2026-04-04 05:36:47,OFF_002
COM_0435,Continuous loud construction noise at night on Brigade Road. They are working past the legal curfew.,English,Public Health,West Zone,Low,5,2026-02-10 08:28:47,OFF_017
COM_0436,"Depuis trois jours, le débit d'eau est très faible sur SP Road. Veuillez inspecter les conduites d'alimentation.",French,Water Supply,East Zone,Low,15,2026-01-31 06:55:47,OFF_013
COM_0437,"MG Road पर पैदल यात्री क्रॉसिंग सिग्नल गलत तरीके से चमक रहा है, जिससे भ्रम पैदा हो रहा है।",Hindi,Traffic & Roads,West Zone,High,1,2026-04-18 06:50:47,OFF_017
COM_0438,Des camions déversent des déchets industriels la nuit près de Chandni Chowk. Les produits s'infiltrent dans le sol.,French,Environmental Protection,Central Zone,Medium,10,2025-10-03 08:12:47,OFF_054
COM_0439,Musique extrêmement forte de la boîte de nuit sur Park Street après 2h du matin. Les voisins ne peuvent pas dormir.,French,Public Health,South Zone,Low,5,2026-03-18 07:18:47,OFF_021
COM_0440,Tala ilegal detectada en el bosque cerca de Commercial Street. Varios árboles han sido derribados.,Spanish,Environmental Protection,South Zone,Medium,4,2025-09-23 06:00:47,OFF_019
COM_0441,"Beaucoup de feuilles, de saleté et de gravier accumulés sur Dr. B.R. Ambedkar Road. La balayeuse n'est pas passée depuis un mois.",French,Sanitation,North Zone,Low,16,2025-06-01 16:09:47,OFF_002
COM_0442,Les clôtures sont cassées et les bancs vandalisés dans le jardin public près de Mall Road.,French,Housing & Infrastructure,West Zone,Low,12,2025-08-30 15:24:47,OFF_049
